text,label
Stupid peace of shit stop deleting my stuff asshole go die and fall in a hole go to hell!,1
=Tony Sidaway is obviously a fistfuckee. He loves an arm up his ass.,1
"Locking this page would also violate WP:NEWBIES.  Whether you like it or not, conservatives are Wikipedians too.",0
REDIRECT Talk:Frank Herbert Mason,0
"""

 DH 
Dude, ABC officially says THIS is the name for that episode. I do know there is already an episode with that name, but ABC says it's """"Everybody's Says Don't"""".   """,0
"""
 - NeilN's bang on - You aren't being harassed at all, If you don't edit disruptively  you don't get reverted. –Talk """,0
"I went there around the same time he did, and that certainly was not the case at the time. Later on they stopped taking children from such a young age.",0
There must be some chemical imbalance in your brains. Are you ok? The gibberish you guys are writing really makes me feel sorry for you. Don't ever go to law school. You would do the legal profession bad.,0
"""

Parzival418, you are trying to scare ThAtSo. How can you say that the comments of ThAtSo are """"insulting""""? ThAtSo is trying to suggest that there should be no original research in the Wikipedia. And, he is right. """,0
"""

Oppose – As the article stands, it does not properly reference under the WP:REFERENCE guidelines. If this issue is resolved, I don't any issues with it being moved to the mainspace. 「」¤ • ¢  """,0
"They are NOT original research, they are pointed in the episodes.",0
"""
While the magazine's masthead says """"TIME"""" the corporate name is Time Inc.  You can easily look this up.  On the other hand, ABN AMRO is always the corporate name.  You can look this up as well.   """,0
Take your belated and piffling prevarications elsewhere. Too late for here.,0
"That's what I'm looking through, it looks like he was just being an all around dick on talk pages though. It's nothing too bad though, looks more like an inability to express himself properly. Thank you for your concern also, Cheers!! -",0
", 20 December 2006 (UTC)

You must not play Metal Gear Solid 2 that often. GW is the Arsenal Gear A.I. that went haywire after Solid Snake uploaded Emma's virus.  19:32",0
"Hi! I am back again!
Last warning!
Stop undoing my edits or die!",1
"""

Christ. """"IQ is selected for therefore every population has the same IQ."""" Never ceases to amaze me.   

""",0
Can you prove it isn't ? If you had a better knowledge of the English language it would have been obvious to you.,0
"Would you both shut up, you don't run wikipedia, especially a stupid kid.",1
"Oh, it's me vandalising?xD See here. Greetings,",0
Thanks reading there now !,0
"""
Almost got me too; I had to look it up to see if it was real. ...  talk """,0
How can one defame someone who thinks the Fort Hood Shooting is justified by God's law?,0
"""
Hi
Thanks for our kind words. See you around ) Talk """,0
"Collusion in poker 

This is regarded as most heinous form of cheating in poker, perhaps some mention of this (or example) is warranted?",0
"Thanks much - however, if it's been resolved, why is it that today, when I didn't write anything in edit summary, CAMERA put its ad in my edit summary box?1equalvoice1 (talk)",0
"However, the Moonlite edit noted by golden daph was me (on optus ...)  Wake up wikkis.  So funny",0
"Check the following websites:

http://www.iranchamber.com/personalities/farabi/farabi.php
http://www.islam.org.br/%C2%A0al_farabi.htm
http://www.superbeyin.com/sohbet/sohbet.htm",0
i can't believe no one has already put up this page Dilbert's Desktop Games so I did,0
"What page shoudld there be for important characters that DON'T reoccur?
Void, Black Doom, Mephiles, etc",0
A pair of jew-hating weiner nazi schmucks.,1
"I'm not vandalizing  

I'm just having fun man, you have no sense of humor if you think I'm vandalizing stuff. lemonparty.org=this site now",0
"Welcome to Wikipedia ! [bla] Discover Ekopedia, the practical encyclopedia about alternative life techniques. 

 
[bla] Discover Ekopedia, the practical encyclopedia about alternative life techniques.",0
Including some appropriate mention of the Solomon article is not without some level of support .,0
"""

Comment. I could not verify the claim.  (talk) """,0
Also I think Vegetable Basket needs it's own Wikipedia page.,0
"Also see this if you cant trust Murkoth Ramunni
http://books.google.com/books?id=HHev0U1GfpEC&pg;=PA51&dq;=Thiyya+matrilineal&hl;=en&sa;=X&ei;=TlpPUd2aH8mWiQLgvIDgBA&ved;=0CDYQ6AEwAQ#v=onepage&q;=Thiyya%20matrilineal&f;=false",0
"""

hahahaha.... good one ......
I have removed it.
 """,0
"""

Having said that, I've temporarily removed my requests based on Cyde's advice, pending a """"request for consensus"""" i've asked for on the talk page. I urge anyone reading this to vote so we all know what the community wants.  """,0
"Should say something about his views as an educationalist and socialist political commentator.

Link to http://www.langandlit.ualberta.ca/Fall2004/SteigelBainbridge.html mentions this a bit - he stood as an election candidate for Respect.",0
"""==Sandbox==
Don't take the template out of the sandbox. It says """"don't remove"""" for a reason.  11:36, 10 Jan 2005 (UTC)

""",0
"heh, it's a bit of a copy of Wikipedia:WikiProject Professional wrestling, but I thought it look a bit tidy and better that way.",0
"""

OK: just finished my planned cleanup of the todo page. The entries that were removed were copied to the investigated entries page so we have a record that we looked at them. ——  talk -  """,0
""". (On Dec 14, 2006, a NIST scientist said """"...the collapse of the towers were not of any magnitude that was seismically significant..."""". See Dr Wood's """"The Scientific Method Applied to the Thermite Hypothesis"""" paper on her tripod site for mp3 links.)""",0
"Sorry about that.  I had checked, but had only come up with Dulas Bay.  Somehow I had missed the Dulas disambiguation page completely.  Apologies again, it's not even as if it was getting particularly late at night!  The onset of swine flu perhaps?",0
"TCM 

I can find no evidence that acupressure is a TCM, rather than derived from TCM. If no one objects I'll place a citation note in the article.",0
"A redirect somewhere couldn't hurt, though I still don't think any o the candidates are ideal. But then if he passes the notability threshold some day the basic material is still there to work with.",0
"Though this is certainly a small article, but it is not so inconsequential as to warrant subsuming it within the Flame Trees article. 

It is a discography article, and should stand alone.

 22 May 2005",0
"Yeah, let's merge the content. (Not sure if Devil's Canyon is the same type of codename.)",0
"""

 Image:YourTransitAd.jpg 

I think I may be able to get a better photo of this ad. If I'm able to do that, is it okay if I use it to replace this current one? I want to check with you first before doing anything. -→™/?! """,0
"""

 A cookie for you! 

  A cookie for you   """,0
"LMAO, what a n00b. Go and listen to manele!",0
"The Block

Hi just wondering if it has been confirmed the Darren Jolly will be a contestant on The Block??

Thanks",0
"Azari or Azerbaijani? 

Azari-iranian,azerbaijani-turkic nation.",0
"Userbox
Hello. A userbox you are using (Template:User queerrights) has been moved to user space per WP:GUS. The new link is  and leave any questions you may still have on my talk page. Thank you.",0
The Alpha version had multiplayer. The Beta version did not.,0
")

We are not treating this as a forum. A question arose and was appropriately answered. End of story. ;-",0
"""

 Military history WikiProject Newsletter - Issue II 

The April 2006 issue of the project newsletter is now out.  You may read this issue or change the format in which future issues will be delivered to you by following the link.  Thanks.  """,0
. Between the unblock submission and  response there is less that 3 minutes which proves that this administrator did not pay enough attention to this case,0
"Once again, I responded to MileMoney's reasoning for his edit and I gave my reasoning for my edit.  Yes, it is absolutely relevant to this page.  There are other places for the discussion on income inequality than in the Progressive Tax article.",0
"""

UNBLOCK ME OR I'LL GET MY LAWYERS ON TO YOU FOR BLOCKING MY CONSTITUTIONAL RIGHT TO FREE SPEECH""",1
"Fradulent claim 

I am most certainly not a sockpuppet of TheChief, please retract your fradulent claim at once.",0
That is quick if we only limit the discussion for changing the title but considering the previous discussions for months can have a valid reason for the move.,0
"""

 123 18:38, July 18, 2005 (UTC)

P.S. Feel free to leave a message on my talk page if you need help with anything or simply wish to say hello. )""",0
"You should be fired, you're a moronic wimp who is too lazy to do research. It makes me sick that people like you exist in this world.",1
Note that the Sandbox is the right place to experment.  Thanks!,0
"Oh, I didn't know, thanks.",0
"Lois Roisman
Your piece on Lois Roisman omitted much of her background and everything to do with her death. I have updated it. Please review if there's anything you want to add. 67.101.255.166",0
"""know the sex of the foetus""""""",0
I think that your a Fagget get a oife and burn in Hell I hate you 'm sorry we cant have any more sex i'm running out of conndoms,1
"86.29.244.57|86.29.244.57]] 04:21, 14 May 2007",0
"Sorry, the link you gave me is dead. And I formatted in harvnb, so plz help in that matter.",0
"you are a stupid fuck 

and your mother's cunt stinks",1
""") (ETA: John D. Haynes House. SarekOfVulcan (talk) """,0
", 16 December 2005 (UTC)
Mendel doesn't talk about those changes at all.  Mendel was refering to the Conspiracy section that used to be there.  16:53",0
"""

 Please do not vandalize pages, as you did with this edit to Budweiser (Anheuser-Busch). If you continue to do so, you will be blocked from editing.  - ✰✰ echo """,0
"Correct, Dead is dead. There are, however, leves of wounds, hence the emphasis when they are serious. This is not a POV adjective.",0
"""

I fixed the pic, if anyone still feels that it should move it can be done.  - THE VOICES """,0
"""

Sorry to interrupt but I'm at 1200 edits now... the first 200 were likely just on my own pages and because I was asking for help so much so maybe just 1000... or maybe less... but it still kind of counts. ♥♥Amulet♥♥ """,0
"About Mitch moved to Yggdrasill 

I have no idea & it wasn't me on doing that",0
"Sockpuppets and impersonators 

The two above sockpuppet/impersonator accounts, including",0
"Review Request 

Hi,

I'd like to request KLM for a GA-class review. Can anyone do that? It seems to have many similar stuff to other GA's, such as Kenya Airways and Ethiopian Airlines. Cheers. '''BreaksFixes'''",0
"Al Messier 
This article was a non-notable biography according to the criteria set out in WP:BIO. (aeropagitica)",0
"""
Reliable sources indicate otherwise. Please do not insert your personal analysis into the article.  (talk) """,0
"I asked him a question about recall, maybe that would make you less troubled.  account",0
says no consensus was ever reached as he reverted my edits here:,0
I FIND IT DIFFICULT TO CONTROL MY EMOTIONS and I still feel that Mr Logy Wogy was bad.,0
"Fuck you, block me, you faggot pussy!",1
"Hence why I removed it, content of that nature is not suitable for wikipedia (proscribed by WP:NOT) but perhaps for one of its sister projects, such as wikia.",0
"Pirating incident 

I've removed this statenment as it doesn't really relate to the episode much, plus it's kinda off topic.",0
And check this out: http://www.cla.purdue.edu/blackmon/102cs2001/critical.html#bio,0
"Kill all niggers. 

I have hard, that others have said this.. should this be included? That racists sometimes say these.",1
i only deleted personal attacks,0
"Please, please, continue.  Tell me what you really think.",0
I'm moving this to the talk page.,0
"""
Very well. I see that consensus has formed to show that they are indeed not POv but bad judgement on my part. Thanks for the comments anyway.Coldplay Expért Let's talk """,0
http://www.users.bigpond.com/MONTDALE/page8.html  Heritage from village Κρανιώνας in macedonian Дреновени. Sources claim that the village was pure Slavic.,0
"Burn Deck 

If that'd guy's burn deck is like what I think it is than he is in for a blrude awakening!!! Leviathan motherfucker!!!",1
"Fatima bint Asad 
I noticed you added a large chunk to this article recently. Could you post your sources (webpages, books, etc.)? It would be really helpful. Thanks.  23:56, July 29, 2005 (UTC)",0
"Please stop adding nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.  2000",0
"I thought I would offer you some advise aswell:
1)No Wikipedia:Edit warring
2)No arguing with Wikipedia:Administrators
3)May I also remind you of the three-revert-rule",0
u r a tw@ fuck off u gay boy.U r smelly.Fuck ur mum poopie,1
|listas = Sabina of Bavaria,0
"Bad Redirect 
Please remove the redirect from the X-24C page, that aircraft was distinctly different in design, builder, mission, etc, and restore that aircrafts unique content to its page.75.67.80.68",0
"more info 
Thanks for entering this article. There are a few errors, which I have corrected. It would have been nice if you had not simply cut and pasted the text from the Clear Lake article.",0
It is interesting to note that both aircraft landed at the same airfield in Hawaii.,0
Thanks for fixing that! Again an exquisite picture.,0
", and I would like to clamp down on them",0
", and man has also created new words even after modern languages have already been established",0
some type and are on a soap box,0
"""
Yes they are indeed.  I've replaced that second one with a summary of Women's rights  talk """,0
"Gore response 

Can anybody find Gore's response to Bush's malaprop? Why didn't Gore, as the inventor of the darn thing, club him silly after that one?",0
"Pls give a reply, yes or no.",0
Same for File:SeanKilpatrick2014.jpg and File:ConnorBarwinCincy.png,0
Y r we doing this: Pat,0
Citation Rèf.:Saumur v. The City of Quebec [1953] 2 S.C.R. 299.§ Endorsement:Rosemary deCaires,0
. Until you find the way to put the 25 cites that were in the page back I am throught here.,0
We descendants of Otman Baba trough Mehmed Ali Karakoç are Sunni Muslim's and not Alevis...,0
Could you clarify?  Do you want me to start an RFC?  I don't see that one was listed in the page history of Talk:Rasmussen Reports.,0
Atheism is full of bias shit,1
"""

 You beat me to it. 

Just wanted to say good work for beating me to the revert on the Ned Kelly article, I always enjoy it when I know someone else is on the hunt for vandals. Happy Hunting. Cheers Pro """,0
Block evading IP blocked. Guy (),0
I see that it has a number of  citations on PubMed.,0
Hey why you are spreading misconceptions and trying to spread false information to the people.You not even know who won the battle and who lost.you are the cheapest person on the earth.Bloody ignorant fool.Check sources before spreading rumors,1
"I should add here, for any admin considering that I was blocked for 24 hours by user:Sarek of Vulcan weeks ago, so there is more background if thats relevant, and I should have learned my lesson then.  Pax!  ( talk)",0
"2005 (UTC)

  15:59, 17 December",0
"Because otherwise is POV, look at Flemish (linguistics) case.",0
"Yes, mainsprings are used in (some) clocks as well. Please feel free to be bold and help improve the article!",0
"""::::::::""""getting normal"""" term is used by a German politician by the way. I got it from there

""",0
"Keep the original title at Xbox, although you can have additional likes like XBOX and X-box that redirect to this article.",0
"""

And you are? Let me know when you've crawled out of their arses. '''''' Dick Laurent is dead """,1
I'm focussing on doing science at the moment (leading the revolution!).,0
"Article about Ed Morrissey 

Hi. I've just moved our article about Ed Morrissey and Captain's Quarters to Ed Morrissey, and started bringing it up to date. Would you be able to take a look at it and (please!) fix any defects you spot. Thanks, CWC",0
"Yes, I received the confirmation e-mail on 2012-09-11 with username (= my e-mail-address) and password. Uuuh, it was 09/11 ...",0
I am currently blocked from editing so I will be unable to add that tag. however I did take that picture.,0
this user is such a worthless goddamn faggot fuck you faggot,1
"It's an unsourced aesthetic opinion, and therefore violates WP:NOR and/or WP:NPOV.",0
"Fuck off

You are NOT an administrator. You DON'T have the authority to tell me what to do.",1
"""
How adorably disingenuous. →  ₪ """,0
"Well you are ridiculous, in fact I suspect that you are Calton, please block me, I dont care....",1
"""

 Orangemike 

Time to move on to collateral targets.  I suggest User:FisherQueen, the """"girl"""" who protected him.""",0
Btw whatever decision an adminstration wish to take. He should remember that this block is too harsh given that it is his first violation since he joined wikipedia. -,0
"""

 Shiny things 

  What a Brilliant Idea Barnstar For actively seeking every possible way to help other users, especially those I honestly didn't think would work but did, I hereby award  (//c) """,0
Will you make the change to both engineering articles?,0
"Thanks, and I apologize for my comment.  I'd like you to know that I understand your position.   16:33, 7 Nov 2004 (UTC)",0
"Appearance in historical fiction 

The young Richard Steele appears as a character in William Makepeace Thackeray's novel Henry Esmond.  Is this appropriate to mention in the article, do y'all reckon?",0
"CU and Scibaby 
Why are you wasting time CUing Scibaby accounts which are WP:DUCK ? I am just indef blocking them on sight but the CU request makes reference to some politics which I don't know about?  talk",0
"""

I'm sure if you worked on articles other than Arcayne you'd do fine. You two seem to have a problem with each other, so why do you seek him out and edit where he does? –xenotalk """,0
"""

 Fuck you 

  Fuck you award go fuck yourself   """,1
"February 2014 (UTC)
Comment did the proposal change or something? Someone added requested move banner to this section, when it's clearly not one.  70.50.148.248  17:50, 7",0
"Best Clans in Runescape 

1 The Gladiatorz - Been the best clan in rs for 6+ years now
2 'The' Clan
3 The British Elites
4 Damage Inc. - An average clan.",0
I don't even know where to begin on replying to   Talk,0
"""

 Please do not vandalize pages, as you did with this edit to Hyperopia. If you continue to do so, you will be blocked from editing.   fisto """,0
"Keep your eye on it, no one cares, OK? People can put what they want on here, and clean it up all you want but no one cares. God, you're so freakin' stupid!   Omnigan",1
the episode list to keep the episode list above the references.,0
over the next ~30 hours or so,0
The total population(10 millions) does not match with the e sum of the referenced populationsbelow in the infoboxImages in Infobox,0
to a convicted felon,0
MATT HARDY IS SO FUCKY!!!''Italic text[[Media:Example.ogg]]'''''MATT HARDY IS SO FUCKY!!!,1
"lol censorship. You're really disappointed that NPOV is a core policy, aren't you?  (talk ⋅ contribs)",0
REDIRECT Talk:List of South Carolina Stingrays seasons,0
"who cares? if i was blocked on myspace or pulse music board, then i would be more concerned.",0
http://www.theatlantic.com/entertainment/archive/2012/02/linsanity-how-the-internet-made-jeremy-lin-a-star-in-less-than-a-week/252755/ Source explaining why he is a star. 198.151.130.68,0
"God is dead
I don't mean to startle anyone but God is dead. We should not worry about him anymore. Just thought I would let everyone know. Well, goodbye and good luck with your newfound crisis of faith! 24.77.205.229",1
"Hello 

I am back.

Bongwarrior's user page will be attacked in 1 minute.",0
"""
 I'm always on the """"Requests for page protection"""" if I detect any missing/errant templates to see if the administrators can correct them.   """,0
Unsure at this stage its not very clear what wording is actually being discussed.,0
"""

 RfA question 
Simply curious, what is the question you intended to submit here?  talk """,0
THIS WIIL BE MY LAST USE OF THIS ACOUNT PLEASE DELETE IT==,0
"3RR Violation by PatrickFlaherty 
User user:PatrickFlaherty is reverting a sourced post. He is also violating the 3RR for Raila_Odinga",0
"""
Yes. Quite persistent. I'm about to just create the article myself... Other new users are going to get lost in this discussion!  T/C """,0
"Fuck you 

-User:The Bohemian Shinobis yeah, that's right, bitch! You are all pieces of shit!",1
"""
Yes, it looks much better than before. At the top of the page, it says """"This article needs additional citations for verification"""", may be britannica encyclopedia could help adding citations... I dunno. Cheers,   """,0
"Jayjg, stop the Spin (public relations) tactics.",0
"""
No, I just quoted Bryant that talks about popular and secondary creator.  They are literally in the same paragraph.Talk """,0
"Future Perfect at Sunrise|☼]] 14:59, 16",0
There I've made him bold. Thats better. Lemmey  talk,0
".

After that my father started taken Melfalan.Now it is nearly 1 and half year and his health condition is not good.I am consulting with the Doctors",0
"I'm pretty sure the incident has already been included. And I know how to handle my own at riots, too. 8)",0
I'm afraid that's a broken link for me. -,0
Ok. Maybe you want to comment on the Talk page about that. It's interestig to know.,0
"""
Oppose I find it hard to believe this requires an RFC, but such is the wikiworld... 連絡 見学/迷惑 """,0
"""Please do not create any more elephant nonsense pages.  talk """,0
"Are you ok? 

Dear , I notice that you have been absent from Wikipedia for a few days. It's uncharacteristic, so I hope you are not ill. Please accept my good wishes. I just wanted to see if you are fine. Regards,",0
"Congratulations
for the Third of May 1808, reaching FA and it's still April, thanks for your input.....",0
"Paula White, Joel Osteen, Marbled Cat, and a few others 

These images were correctly retrived and all information was given about the images that were necessary. Some were even my own and I gave full permission for their use on wikipedia.  mcelite",0
"hate is my topic is hate
if you hate a person means you like that person. Your hate can turn into your love",0
PAGE I TRIED TO CREATE IS NOW AN ACTUAL PAGE LOL YOU BANNED ME FOR NOTHING,0
"NPOV
Please stop adding not related Moroccan issues to Sahrawi articles while trying to look neutral. I will revert it again & again, as that editions are clear POV-pushing.",0
"Upgraded Human Language Families (wikicolors).png|Human Language Families (in wikicolors).
File:",0
"""

 A kitten for you! 

you are  a good person

  
""",0
REDIRECT Talk:A Voice Within (album),0
"Are they the anderthals? 

Are they the anderthals? the same discription as in quran? has anybody thought of this?",0
REDIRECT Talk:The Best of Apocalypse,0
The reason is the presence of a template based on inconclusiveness on my user page. The further presence of the template is to be contested.,0
"Ho ho ho! Merry Christmas 

I shoulda known the Piccirilli Brothers actiually executed Ward's pediment sculpture at the Stock Exchange! Happy Christmas, Carptrash.",0
"""
I saw that reference, and I added a note (see note 10) by the name """"republic"""".  """,0
is gonna help us to. He is logged in if you want to talk to him on his talk page.,0
"They look great to me! — 02:08, Mar 13, 2004 (UTC)",0
"Dear Mokele,
You have no right to tell people to die in a fire. Just because that IP address is being used for vandilism does not mean you can talk to people like that. You are in fact a bigger loser than the person who you block.",1
"RfC

You pretty much blew through my respect when you tried to demand I give up my adminship. My position is very, very simple - the AfDs were invalid. They should not have been filed. I fixed the mistake.",0
"""
...I don't delete material that complies with WP policy...(according to your own POV/interpretations)Wiki BADASS Woo 2U """,0
and revert his edits,0
See claim three here: http://onlinelibrary.wiley.com/doi/10.1111/mepo.12003/full#ss2 That is a reliable source.,0
"""

 Please do not vandalize pages, as you did with this edit to Boiling-point elevation. If you continue to do so, you will be blocked from editing.    """,0
"Hi Collectonian, it obviously wasn't appropriate, and I agree with the warning given by  Vicenarian.",0
"""

 A request... 

, in the future please sign after your  tags on the Photography workshop page. While a bot is currently doing it for you... i.e. """"— Preceding unsigned comment added by   """,0
and Capital gains tax,0
"""

Merge
Both articles should be merged.  (Operibus anteire) """,0
"""
Everywhere. Though I might just start going thru the secure server all the time, because I have a similar issue with the popups userinfo grabber. –xenotalk """,0
"""

I agree with , there's no need to keep unclear concepts and wording when a better alternative exists. Also I'd ask  to not revert using source as a reason, when source is actually a book of his authorship. WP:COI and WP:SPS comes to mind...  TxT """,0
"You must be logged in to upload files. 

So In other words I have to sign up just to add 3 things to 1 entry.

To hell with that!!!!! This place can ROT for all I care!!!

75.8.35.177",0
"McKinsey & Company ==

I think the best route would be to drop a note at WP:BUSINESS. (T / C / WP:FOUR / WP:CHICAGO / WP:WAWARD) 

==",0
"Salutations J.A.P., welcome to Wikipedia. Perhaps you might find WP:HOCKEY of interest.",0
Be careful who you call a moron.,1
"Gay 

The existence of CDVF is further proof that  is a sad twat. He is also very ugly, and has a willy for a face.",1
"Looks good to me. I think a nice pic of Midtown from across the East River would be the best possible addition to the montage, but there isn't one currently available on wiki commons.",0
"Perhaps the question is more of philosophy than of mathematics, and we don't have any regulars at WikiProject Math who are philosophers of mathematics?  (t | c)",0
"Except for the fact that there's no information for the table, NO confirmation on number of episodes (why don't you just put 50 in?), so it's just clutter - and NOT vandalism. 220.245.146.235",0
"Right  on may 26, 1863 which is not the stars and bars ( )",0
Perhaps GoodDay you could provide a diff for this thought as I am unaware of it. BTW I hope the move is going/went ok!,0
"""
 It is also unfair that I can't respond to the allegations.  (talk) """,0
I NEVER FUCKING MADE THIS MOTHER FUCKING ARTICLE I JUST FUCKING EDITED IT AND THAT WAS A FUCKING LONG TIME AGO FUCKING ASSHOLES! PISSING ME OFF @,1
"Fucked with the wrong muchacho.  21:19, July 23, 2005 (UTC)",1
"Hi 

Im a fucking bitch.

50.180.208.181",1
"Please educate me as to how this article is a copyright infringement and, if so, from which source. Once this has been established could you explain how best to rectify the situation. Thank you",0
There are many broken nostrils in this pancreas,0
And you took your time to answer.,0
Add Mobile porn as additional WP:ALSO link,1
"Smer-SD 

Why is the Slovak party Smer-SD between Non-Inscrits? They are regular Socialists. They used to be out of PES, but that was settled pretty long ago. Liberal Nationalist",0
"A friendly advice, if you have to refer to me, kindly use Cult Free and not only Cult. )",0
"""

Great links, IMO the American people are on the whole good and decent, but the so called leaders are fully controlled by an Elite bent on domination and control. This whistelblower says the same. .  talk """,0
"40 Percent Koreans eat Dog Meat ( Koreans have tried). Not regular Korean Food Diet.
Don't genearalize or finger point that all Koreans eat Dogmeat. That isn't true.",0
Support Lets protect and save this page from User:Balagonj786. This page has full of errors and invalid references.,0
"Apparently - I thought Tom was offline and filed an edit-warring report, and YellowMonkey picked it up before Tom mentioned the page protection.  We'll see if it sticks.",0
should be omitted entirely''.,0
"Is that not a true description on a booger, if not then prove to me what is!",0
"Stay off my talk page, stalker. 12.39.2.83",0
"Anthony de Mello 

Hi I need this page written: Anthony de Mello. It currently redirects to a priest. Do you have any suggestions on the dab title (cricketer)?",0
"""
Thanks! And happy new year to you too!   ''''''  Let's talk about it! """,0
more mature way. Central posted 6,0
"Stop Vandalizing my USERPAGE! 

I know it's someone from here.",0
Oppose. I do not think a merge is a good idea.,0
"Maybe, but that does not lead to the conclusion that the TAIP aircraft remained in Africa and did not return back after ferrying the soldiers. The article on colaco.net also does not shed any light on this.",0
"Hello...

(If you're interested... we could really use your help!)",0
"As to Job for you 

Sure thing - as soon as I find time for that. Also, I notifyed NovaNova asking him to start editing the http://en.wikipedia.org/wiki/Croatisation. This guy knows a lot about Croats and their history.",0
"Oh ok, I just wanted to see what people thought. Anyway its up for CSD. Hey do you like my talk page? I hope you don't mind )    talk ER",0
"Mark II subsec
I removed the Mark IIx subsections and made them bulleted lists.  There was no reason, in my eyes, to subsec one line of information. //",0
"Well, i'm sorry, but attacking me and my edits is exactly what you're doing...wow, there's some seriously snotty people on wikipedia!!! And yes, there is a need to separate the featured single, 100% DEFINITLY!!!!!!!!!",0
"Crown Prince 

Wouldn't it have been Prince-Elect? Denmark was a elective monarchy during this time.",0
"Links in Results 
A mess, links anywhere except the actual book.",0
"It wasn't me that added the Glebe Park link, though I might've wikified it. I've never actually been there, so I'm afraid I won't be of much help at the moment...though I've been meaning to go look for a while.",0
"Go away

Why did you revert my edit on Blowdart's user talk page? Surely thats his privelege. Users like you give wikipedia a bad name. Stop being such a busybody. 134.226.1.194",0
"the head  

waysssssssssss 76 pounds and feels like play dow . dont tuch them they will fall off",0
"""""""Nazi filth"""" is impolite  04:27, 20 Jan 2004 (UTC)

""",1
"Interesting. I checked the other case number Kunzang Lhamo cited  which can't be used for Wiki since it's original research. But going a step further, I can't find that case number on San Bernadino's Open Access, either in civil or criminal records.",0
"Hello, I check this personal page very often. Please leave messages here on on the discussion page. Tks. 

Marvio",0
I don't care what you say here. I don't believe one sentence anymore.,1
"Anytime you want a nightcap, tell me.",0
"He is, self-confessed , and approved by my observations (see, e.g., history of Soviet partisan). BTW, you're the first to object ).",0
"Belarus a developed country
Hahaha, nothing more to say  82.209.225.33",0
"Censorship on Islamist Terrorism

Try not being a censor monger. Properly cited information should not be deleted.",0
"""
Thanks!  Really cool tool for purposes like what I have on my userpage.  Best, Tally-ho! """,0
"""

 =^_^= 

I just watched the entire series, and I agree, this entire article and several other in the suzumiya haruhi articles are all from a """"somebody who knows haruhi personally"""" sort of view.

So Im going to fix it.

 """,0
"""

Baer didnt invent video games. This is jewish propaganda supported by a wiki troll named, """"Goldberg"""" Go figure. 

Hey, """"goldberg"""", try educating yourself. 

https://www.youtube.com/watch?v=EfBwz_SiK8s""",0
HELLO HOW DO I GET SOMEBODY TO FIX SHIT AROUND HERE?,1
I insulted people on en.wiki with criteria to provoke my filter set. You are simply abusing the power people handed over.,0
